bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
2,2.0,1626,1956.0,2,23,1,1,0,0,27.8,275844.0,0
4,4.0,2779,1785.0,2,7,1,1,1,1,10.61,903962.0,1
3,3.0,2570,1701.0,2,23,1,0,0,0,16.09,565609.0,0
4,4.0,3356,8139.0,1,105,1,1,0,1,5.43,1002129.0,1
4,4.0,3418,5526.0,1,120,1,0,0,1,2.33,980440.0,1
6,5.0,4122,5579.0,2,2,0,0,1,0,18.63,996088.0,1
4,4.5,3618,5755.0,2,92,0,0,0,0,7.19,931779.0,1
5,5.0,3373,2380.0,1,82,1,0,1,1,10.24,972371.0,1
6,5.0,3996,2181.0,1,20,0,0,0,1,3.72,1047681.0,1
4,4.5,2797,4133.0,2,4,1,1,1,1,5.91,950052.0,1
5,5.0,3774,10156.0,1,24,1,0,0,1,11.52,1098854.0,1
5,5.0,4374,1828.0,1,97,1,1,0,0,17.65,1021041.0,1
6,5.0,4594,3878.0,1,45,1,1,0,1,7.22,1233317.0,1
3,3.0,2775,1961.0,2,105,1,0,0,1,5.27,815783.0,1
1,2.0,721,17686.0,1,65,1,1,0,1,8.41,547260.0,0
5,5.0,3874,6757.0,1,48,1,1,0,1,9.23,1081745.0,1
4,4.0,2739,3752.0,1,80,1,1,1,1,2.29,904129.0,1
5,5.0,4020,2567.0,2,117,0,1,0,1,10.73,1008737.0,1
4,4.0,2884,4006.0,1,90,1,1,0,0,17.77,791667.0,1
4,5.0,3140,2532.0,1,124,1,0,0,0,23.07,773722.0,0
4,4.0,3282,2568.0,1,14,1,1,0,1,11.93,877611.0,1
3,4.0,2855,4530.0,1,78,1,0,0,0,11.26,765506.0,0
4,5.0,2523,7065.0,1,30,1,0,0,1,9.37,813753.0,1
3,3.0,2338,2157.0,2,48,1,0,0,0,18.23,526814.0,0
4,4.0,2408,1731.0,2,62,1,1,0,1,11.14,676682.0,0
4,4.0,3705,2283.0,2,26,1,0,0,1,4.07,1011566.0,1
2,2.5,2199,4326.0,2,111,1,1,0,0,15.25,597309.0,0
2,2.5,2111,9012.0,1,26,1,0,0,1,9.58,651891.0,0
4,4.0,2566,2354.0,1,30,1,0,0,1,7.61,782933.0,0
5,5.0,3927,7459.0,3,43,0,0,0,0,15.03,1054736.0,1
5,5.0,4055,3744.0,1,41,1,0,0,1,8.85,1094826.0,1
3,3.0,2074,1632.0,1,84,0,0,0,1,6.7,668187.0,0
1,1.5,684,2963.0,1,82,1,1,0,1,8.95,340211.0,0
1,1.0,690,4615.0,1,100,1,1,0,0,27.86,250000.0,0
5,5.0,4046,4285.0,1,15,1,0,0,1,6.78,1167074.0,1
3,3.0,1732,3282.0,2,3,1,1,1,0,15.0,601985.0,0
4,4.0,2823,3839.0,2,25,0,0,0,0,11.72,687554.0,0
4,4.0,2482,1751.0,2,2,1,1,1,1,3.03,807923.0,1
3,3.0,2408,7853.0,1,4,1,1,1,1,9.54,694773.0,0
4,4.5,3016,4626.0,1,34,1,1,0,1,2.34,893697.0,1
4,4.5,3685,6877.0,2,68,1,0,0,1,6.13,1008249.0,1
6,5.0,4590,7874.0,1,56,0,0,0,1,9.67,1254730.0,1
5,5.0,3569,3749.0,1,4,1,0,1,1,3.57,1086056.0,1
5,5.0,4243,6967.0,2,107,1,0,0,1,8.84,1144645.0,1
4,4.0,3441,1754.0,1,69,1,1,0,1,9.0,978045.0,1
3,4.0,2493,2673.0,1,25,1,1,0,0,11.29,713448.0,0
4,4.0,2659,3406.0,1,20,0,1,0,0,11.7,686013.0,0
4,4.0,2794,3257.0,2,88,1,0,0,0,18.09,623137.0,0
4,4.0,2637,3299.0,2,115,1,0,0,1,6.71,681233.0,0
4,4.0,2801,1593.0,1,21,0,1,0,1,7.68,805972.0,1
2,2.0,1409,6829.0,2,47,1,1,0,0,18.08,393968.0,0
4,5.0,3771,1697.0,1,70,1,0,0,0,15.39,979807.0,1
3,3.5,2581,7987.0,1,91,0,1,0,1,12.42,767448.0,0
3,3.5,1837,2527.0,1,120,1,0,0,1,10.39,603470.0,0
3,3.5,3005,7792.0,2,125,1,0,0,1,2.78,805715.0,1
5,5.0,3807,6951.0,1,47,0,1,0,1,1.99,1067301.0,1
3,4.0,2506,2714.0,1,34,1,1,0,0,19.92,610137.0,0
2,2.5,1625,3512.0,2,70,1,1,0,1,5.29,549854.0,0
4,5.0,2578,3641.0,1,29,1,1,0,1,5.88,796627.0,1
4,4.0,2971,2701.0,1,52,1,1,1,1,1.43,892757.0,1
1,2.0,668,1569.0,2,111,1,1,0,1,4.46,384965.0,0
5,5.0,3720,2324.0,3,5,1,0,1,1,2.49,967478.0,1
3,4.0,2411,3417.0,2,42,1,1,0,1,8.59,670734.0,0
3,3.5,2263,4427.0,1,37,0,0,0,1,1.51,705022.0,0
3,3.5,2363,4322.0,1,16,1,1,0,0,17.12,668096.0,0
4,4.5,3003,2168.0,1,75,1,0,0,1,6.33,846067.0,1
2,2.0,1352,9877.0,1,124,1,1,0,0,19.28,481616.0,0
3,4.0,2391,4054.0,2,77,1,1,0,1,1.28,780944.0,0
4,4.5,3408,7475.0,1,15,1,1,0,1,4.68,1059918.0,1
2,3.0,1694,7413.0,2,93,1,0,0,0,14.72,537285.0,0
4,4.5,2507,1639.0,2,16,0,1,0,1,7.8,629192.0,0
4,4.0,2386,1695.0,3,35,1,0,0,1,6.01,699548.0,0
3,3.5,2185,3999.0,1,3,1,1,1,0,13.86,626178.0,0
3,3.0,3420,4895.0,1,30,1,1,0,1,3.88,1004404.0,1
3,3.5,2234,7747.0,1,64,1,0,0,1,9.18,665417.0,0
3,3.5,1426,2950.0,1,32,1,0,0,1,8.11,543634.0,0
3,4.0,2343,2758.0,1,113,0,1,0,0,20.13,557411.0,0
2,3.0,2097,6044.0,1,17,1,0,0,1,9.21,574117.0,0
2,2.0,1455,2429.0,1,5,1,0,1,0,12.59,444576.0,0
1,2.0,1047,2773.0,2,65,1,1,0,0,13.37,281747.0,0
3,3.0,1943,3679.0,2,12,1,0,0,0,11.61,629906.0,0
3,3.0,2572,1993.0,2,7,1,1,1,1,9.02,782849.0,0
6,5.0,4659,9416.0,1,116,0,0,0,1,4.55,1287921.0,1
5,5.0,3746,1848.0,2,119,1,1,1,1,9.3,1074588.0,1
1,1.0,600,7791.0,2,21,1,1,0,1,6.57,337377.0,0
3,4.0,2914,4156.0,2,98,0,0,0,1,9.25,895079.0,1
4,4.0,2987,5074.0,2,115,1,0,1,0,15.33,868151.0,1
3,4.0,2158,3307.0,1,7,1,1,1,1,7.03,656014.0,0
5,5.0,3782,2098.0,2,63,0,1,0,1,6.08,1076804.0,1
3,3.5,2767,2668.0,1,51,1,0,0,0,20.76,778202.0,0
3,3.0,2849,4418.0,1,124,1,1,0,1,3.02,801519.0,1
1,1.0,600,2366.0,1,45,0,0,0,1,3.63,282303.0,0
2,3.0,1667,2797.0,2,78,1,1,0,1,9.36,581965.0,0
3,3.0,2920,2261.0,2,25,1,0,0,1,3.93,728065.0,0
1,1.5,1748,6111.0,2,8,1,1,1,0,21.49,463795.0,0
2,2.5,774,3594.0,2,58,1,0,0,1,6.48,493997.0,0
3,3.0,2420,2698.0,1,24,1,1,0,0,16.08,730627.0,0
2,2.0,1407,2885.0,1,87,1,1,0,0,11.76,419087.0,0
3,3.5,1787,8046.0,2,28,0,0,0,0,20.98,587298.0,0
4,4.0,2747,1763.0,1,118,0,0,0,0,17.96,633561.0,0
6,5.0,4780,2521.0,1,7,1,0,1,1,12.47,1201819.0,1
5,5.0,3271,1987.0,2,66,1,1,0,1,10.17,948542.0,1
4,5.0,2999,3002.0,1,106,1,0,0,1,1.9,797411.0,1
4,4.0,2918,5730.0,1,37,1,0,0,0,22.57,716984.0,0
3,3.5,2362,1656.0,1,96,1,1,0,0,12.41,618464.0,0
5,5.0,4158,2597.0,1,97,1,1,0,1,7.21,1205027.0,1
3,3.5,2491,2922.0,2,60,1,0,0,0,17.33,651574.0,0
3,3.0,3235,4270.0,1,114,0,1,0,0,17.45,776071.0,0
3,3.0,2431,3966.0,2,46,1,0,0,1,6.62,818193.0,1
3,3.0,2244,5356.0,1,30,1,1,0,0,12.6,680154.0,0
3,3.0,2159,2374.0,2,2,1,1,1,0,11.34,598092.0,0
3,4.0,2732,3066.0,2,84,1,1,1,0,13.32,748428.0,0
3,3.5,2286,3025.0,2,73,1,0,0,0,16.95,602000.0,0
3,3.0,3297,3707.0,2,41,1,1,0,0,20.97,751340.0,0
4,4.0,3328,2340.0,2,26,1,0,0,1,13.34,915808.0,1
3,3.5,2183,13943.0,1,103,1,1,0,1,4.6,775384.0,0
3,3.0,2549,5034.0,2,102,1,0,0,0,18.14,624497.0,0
3,3.0,2447,2494.0,2,56,0,1,0,1,7.57,597505.0,0
4,4.0,3446,2927.0,1,5,1,0,1,1,10.53,881622.0,1
2,2.0,1452,4445.0,1,95,1,1,0,1,6.73,562470.0,0
6,5.0,3927,1877.0,1,21,1,1,0,0,15.81,970952.0,1
4,4.0,2191,4981.0,2,23,0,0,0,1,2.99,720206.0,0
4,4.0,3694,2954.0,2,2,1,0,1,0,16.64,906369.0,1
4,4.5,2829,6540.0,1,122,1,0,0,1,11.82,922042.0,1
3,3.0,2695,1669.0,2,2,1,1,1,0,25.71,598820.0,0
2,3.0,1388,2889.0,1,75,0,0,0,1,3.42,506960.0,0
6,5.0,4195,5147.0,1,16,1,1,0,1,1.8,1159725.0,1
4,4.0,3478,3037.0,2,78,1,0,1,1,0.5,885751.0,1
3,4.0,2093,1759.0,2,35,1,0,1,1,14.46,624074.0,0
3,4.0,2247,3144.0,1,66,1,0,1,1,10.61,781234.0,0
3,3.0,2463,7652.0,1,11,1,1,0,1,7.24,849354.0,1
6,5.0,4038,2925.0,1,88,1,0,0,1,11.76,1083434.0,1
3,3.5,2346,3655.0,1,50,1,0,0,0,18.74,637883.0,0
4,4.5,3928,1755.0,2,44,1,0,0,1,9.27,1113857.0,1
2,2.5,1856,2011.0,2,113,1,1,0,1,9.38,609001.0,0
1,1.5,1275,1750.0,2,78,1,0,0,1,9.07,396390.0,0
3,4.0,2975,2547.0,1,56,0,0,1,0,9.79,907096.0,1
3,4.0,2341,7646.0,2,105,1,0,1,1,7.42,753356.0,0
3,3.0,2559,3891.0,1,72,1,1,1,1,6.52,757773.0,0
4,4.5,2490,1757.0,1,63,1,1,0,1,2.85,846469.0,1
3,3.5,2373,1796.0,1,31,1,1,0,1,2.46,718584.0,0
4,4.5,2521,5917.0,1,9,1,1,1,1,2.7,813725.0,1
3,3.5,2521,4291.0,1,42,0,0,0,0,17.55,653399.0,0
5,5.0,3042,4529.0,1,20,1,1,1,1,5.17,1042293.0,1
4,4.0,2990,6367.0,2,45,1,0,0,1,0.83,962856.0,1
2,3.0,1938,2615.0,2,25,1,0,0,1,8.78,652457.0,0
2,2.5,1091,4474.0,2,52,1,1,1,0,14.08,463115.0,0
3,3.5,2104,2514.0,2,111,1,0,0,1,2.83,715936.0,0
2,3.0,1927,2056.0,2,20,1,1,0,0,13.97,583700.0,0
4,4.0,2893,4899.0,2,39,1,0,0,1,11.57,928280.0,1
3,4.0,2230,2425.0,1,14,1,0,0,1,8.46,744347.0,0
3,3.0,1813,1987.0,1,18,1,1,0,1,3.07,676229.0,0
2,2.0,1127,5170.0,3,75,1,1,0,1,2.13,457963.0,0
4,4.0,2912,3026.0,2,22,1,1,0,1,4.48,794407.0,1
4,4.0,3102,4456.0,2,57,1,0,0,1,10.64,877369.0,1
4,4.5,3169,2903.0,1,56,0,1,0,1,2.02,891626.0,1
4,4.5,3259,4009.0,1,63,1,1,0,1,8.27,872197.0,1
4,4.0,2688,2976.0,1,52,0,1,0,1,9.37,777574.0,0
2,2.0,1214,4660.0,2,74,0,1,0,1,5.56,464871.0,0
4,4.0,3212,6945.0,3,2,1,0,1,0,15.26,901728.0,1
4,4.0,3314,2087.0,1,21,1,1,0,0,19.7,901256.0,1
4,4.0,2617,1536.0,2,110,1,0,0,1,4.66,832272.0,1
4,4.0,2735,2225.0,1,11,1,1,0,1,0.74,954057.0,1
4,5.0,1181,2222.0,1,36,1,0,0,1,9.24,529028.0,0
5,5.0,3646,2061.0,1,12,1,0,0,0,13.86,886367.0,1
6,5.0,4298,1622.0,2,10,1,1,1,1,9.0,1127432.0,1
4,4.5,3441,4096.0,1,4,1,0,1,1,8.95,933481.0,1
3,3.0,1921,3908.0,3,23,0,0,1,1,7.14,684078.0,0
4,4.5,3027,1818.0,2,40,1,0,0,1,10.07,889197.0,1
6,5.0,4240,3381.0,2,42,1,0,0,0,24.12,975954.0,1
4,4.5,3786,1895.0,2,32,0,1,0,1,2.94,964910.0,1
4,4.0,2469,6804.0,2,107,1,0,0,1,3.62,841995.0,1
2,3.0,2249,2791.0,1,79,1,0,0,1,11.26,669250.0,0
4,4.5,2769,2446.0,3,28,1,0,0,1,2.92,745252.0,0
3,3.0,2151,4277.0,2,60,1,0,0,1,7.28,628408.0,0
4,5.0,2547,3743.0,2,19,0,1,0,0,26.55,631980.0,0
3,3.0,1740,2329.0,2,116,0,1,0,1,3.74,589723.0,0
5,5.0,3737,14443.0,1,119,0,0,0,1,2.0,1146422.0,1
6,5.0,3630,2528.0,2,51,0,1,0,1,2.04,1054468.0,1
3,3.0,2196,4740.0,1,121,1,1,0,1,3.9,685596.0,0
1,1.0,918,4090.0,1,26,1,1,0,1,9.22,362819.0,0
2,3.0,1414,3851.0,1,18,1,0,0,0,10.2,423855.0,0
3,4.0,2165,5038.0,1,39,1,1,0,0,17.18,622929.0,0
3,4.0,2103,3032.0,2,40,1,1,0,0,8.2,598710.0,0
2,2.5,1675,2726.0,1,13,1,0,0,0,11.06,497466.0,0
2,3.0,1939,5110.0,1,25,1,0,1,1,9.75,635910.0,0
3,4.0,1897,2288.0,1,55,1,1,0,1,13.65,662168.0,0
3,3.0,2240,1660.0,1,65,1,1,0,1,4.17,747280.0,0
6,5.0,4460,7890.0,3,11,1,1,1,1,4.55,1231345.0,1
5,5.0,3236,4300.0,2,49,0,1,1,1,11.83,897709.0,1
3,3.5,2280,6389.0,1,11,0,1,0,0,11.89,576875.0,0
4,4.5,2740,6807.0,2,75,1,0,1,1,5.32,923125.0,1
3,4.0,2143,1913.0,2,10,0,1,1,0,15.67,610320.0,0
4,4.0,2179,2076.0,1,75,1,1,0,1,8.85,705494.0,0
3,3.5,2072,10044.0,1,53,1,1,0,0,10.52,629792.0,0
4,4.0,3279,1673.0,2,34,0,1,0,0,24.06,789908.0,0
2,2.5,1957,5463.0,2,58,0,1,0,1,15.96,571566.0,0
4,5.0,3119,2510.0,2,104,1,0,0,0,9.16,839041.0,1
6,5.0,4047,3046.0,1,59,1,1,0,1,4.69,1174598.0,1
3,3.5,2612,5541.0,1,29,1,1,0,1,11.42,819834.0,1
2,2.0,1301,5867.0,1,23,1,0,0,0,20.43,471208.0,0
4,4.0,2499,1879.0,2,44,1,0,1,0,23.45,617719.0,0
2,2.5,2015,6039.0,1,109,0,1,0,0,2.28,585528.0,0
6,5.0,3738,1799.0,1,35,1,0,0,0,22.43,926347.0,1
1,1.5,994,2347.0,2,42,0,0,0,1,13.32,378921.0,0
2,3.0,1390,2672.0,1,20,1,0,0,1,8.61,519924.0,0
1,1.5,640,1721.0,1,103,0,0,0,1,14.22,250000.0,0
4,4.0,2829,3384.0,2,96,1,1,0,0,11.58,802505.0,1
4,4.0,3152,5351.0,2,2,1,0,1,1,5.14,943016.0,1
3,3.0,2131,2937.0,1,50,1,1,0,0,22.57,526186.0,0
3,3.0,2710,2234.0,1,81,0,0,0,1,8.53,750152.0,0
5,5.0,3602,4008.0,1,29,0,1,0,1,8.47,1061197.0,1
2,2.5,2204,6045.0,1,54,1,0,0,0,23.05,542139.0,0
3,3.0,2119,3332.0,1,116,0,1,0,1,8.83,594117.0,0
2,3.0,1871,2237.0,2,23,1,1,1,1,3.11,603568.0,0
5,5.0,4202,3807.0,1,22,0,1,0,1,2.8,1240724.0,1
4,4.0,2903,7457.0,1,9,1,1,1,0,20.07,773321.0,0
5,5.0,3505,6980.0,2,55,0,1,0,1,8.41,977105.0,1
5,5.0,4115,7928.0,2,14,0,1,0,1,5.18,1188236.0,1
5,5.0,3792,2301.0,1,21,1,0,0,1,4.67,1045464.0,1
5,5.0,3657,1749.0,1,79,1,0,0,0,25.11,889680.0,1
3,3.0,1785,5890.0,2,16,1,0,0,1,5.24,626089.0,0
4,5.0,3306,2528.0,2,97,1,1,0,0,10.51,945187.0,1
6,5.0,4198,1694.0,2,37,1,1,0,1,9.56,1214710.0,1
4,5.0,3144,1521.0,2,87,1,0,0,0,16.43,842991.0,1
3,3.5,2615,5815.0,1,59,1,0,0,0,17.08,696792.0,0
3,3.5,3015,1947.0,1,62,1,1,0,1,6.81,837323.0,1
6,5.0,4033,1769.0,2,9,1,1,1,1,9.84,1033596.0,1
3,3.0,1954,2745.0,2,95,1,1,0,0,12.1,500148.0,0
4,4.0,3434,2128.0,2,100,1,1,0,0,16.56,986955.0,1
4,5.0,3141,4561.0,1,47,1,1,1,0,11.95,920043.0,1
3,4.0,1994,3066.0,2,56,1,1,0,1,3.84,649887.0,0
4,4.5,3544,5480.0,2,3,1,0,1,1,10.23,875330.0,1
4,5.0,2859,2681.0,2,37,1,0,0,1,2.98,798540.0,1
4,4.5,3276,2507.0,2,9,1,1,1,0,17.17,774356.0,0
3,3.0,2878,2360.0,1,36,1,1,0,0,14.99,758288.0,0
5,5.0,3195,4484.0,1,85,0,0,0,0,15.45,890647.0,1
4,4.0,2793,3227.0,1,15,1,0,0,1,5.85,810907.0,1
2,2.0,1204,1939.0,1,2,0,1,1,1,4.4,476637.0,0
3,4.0,1876,1510.0,1,83,1,1,0,1,7.54,638108.0,0
2,2.0,999,7119.0,1,2,1,1,1,0,15.37,407971.0,0
2,2.0,1116,1983.0,2,9,0,1,1,0,18.7,310553.0,0
4,4.5,2962,2200.0,1,18,1,1,0,0,12.48,764008.0,0
4,4.5,2461,2472.0,2,14,0,0,1,1,4.0,760394.0,0
2,2.5,1039,2678.0,2,18,1,0,0,1,2.82,380893.0,0
3,4.0,2874,3788.0,1,21,0,0,0,0,13.53,740473.0,0
4,4.0,3165,8697.0,1,64,1,1,0,0,23.47,787728.0,0
5,5.0,5129,2835.0,3,100,1,0,0,0,15.99,1219103.0,1
4,4.0,3379,3978.0,2,53,0,0,1,1,13.44,942417.0,1
6,5.0,4676,2087.0,2,21,1,1,0,0,15.7,1128648.0,1
4,4.0,3204,3657.0,3,48,1,0,0,0,17.52,794477.0,1
5,5.0,4594,2751.0,2,52,0,1,0,0,1.73,1157940.0,1
3,3.5,2689,6838.0,1,3,1,0,1,0,17.7,663035.0,0
4,5.0,3680,1680.0,1,111,0,0,0,0,9.82,885236.0,1
3,4.0,2113,3989.0,2,120,1,1,0,0,17.39,516269.0,0
4,5.0,3927,3863.0,3,58,1,0,0,1,1.79,1072183.0,1
4,4.0,2804,7852.0,1,117,1,1,0,0,18.57,823097.0,1
2,2.5,1470,5595.0,1,65,1,0,0,1,17.43,555109.0,0
4,4.5,2817,4498.0,2,19,1,1,0,1,9.18,828326.0,1
3,3.0,1561,6853.0,2,79,1,0,0,0,15.28,565217.0,0
4,4.0,3586,4531.0,1,51,1,1,0,1,9.01,939543.0,1
3,3.5,3441,1864.0,1,17,0,1,0,0,17.71,864287.0,1
5,5.0,3473,2107.0,2,3,0,1,1,1,1.68,1020175.0,1
3,3.5,2294,1806.0,1,46,1,1,0,0,29.14,633608.0,0
4,4.5,3546,1553.0,1,26,1,0,1,1,5.13,1000075.0,1
4,4.0,2624,3573.0,1,6,1,1,1,1,8.28,862383.0,1
4,4.5,2487,8196.0,2,116,1,0,0,1,2.17,810764.0,1
3,3.0,1882,2972.0,1,108,1,0,0,1,3.63,619748.0,0
4,5.0,2921,8525.0,1,21,1,0,0,0,18.56,793688.0,1
3,3.0,2420,2783.0,1,37,0,0,0,1,3.66,709589.0,0
3,3.5,2191,2821.0,1,46,1,0,0,1,12.2,704882.0,0
2,2.0,1191,6535.0,2,112,1,0,0,0,12.22,421882.0,0
2,2.5,1444,1757.0,1,58,1,1,0,0,26.15,441162.0,0
3,3.5,2302,3660.0,2,56,1,1,0,1,8.16,785033.0,0
4,4.0,3504,3104.0,3,70,1,0,0,1,8.14,948052.0,1
5,5.0,3638,4500.0,2,57,0,0,1,1,8.5,1073969.0,1
5,5.0,4188,3245.0,1,38,1,0,0,1,14.7,1074132.0,1
6,5.0,4235,7909.0,1,27,1,0,0,1,9.99,1156919.0,1
3,3.5,1685,5102.0,2,27,1,0,0,1,2.12,645067.0,0
4,4.5,2953,5074.0,1,91,1,0,0,1,10.9,803849.0,1
4,4.5,3039,3266.0,2,6,1,1,1,1,7.59,956825.0,1
2,2.0,1727,2209.0,1,81,1,0,0,1,2.23,490624.0,0
5,5.0,3417,2017.0,2,103,1,0,0,0,17.85,937682.0,1
4,4.0,3303,1805.0,2,14,1,0,0,0,16.87,815150.0,1
3,3.0,2916,10785.0,1,81,1,1,0,1,10.03,819517.0,1
3,3.5,2396,1773.0,2,16,1,1,0,1,12.15,723613.0,0
4,4.0,2265,3853.0,1,18,1,1,1,0,19.65,768335.0,0
4,4.0,3701,1704.0,2,16,1,0,0,1,3.09,1041096.0,1
5,5.0,4136,2654.0,1,58,0,0,0,0,19.41,981395.0,1
4,4.5,2953,3112.0,1,17,1,0,0,0,19.37,812926.0,1
4,4.0,2399,1649.0,1,43,1,1,0,1,8.28,696689.0,0
3,3.0,2209,4448.0,1,31,0,1,0,0,14.45,557722.0,0
2,2.5,1467,2577.0,2,114,1,0,0,0,9.95,380211.0,0
3,3.5,2704,7864.0,1,76,1,1,0,1,9.62,885431.0,1
5,5.0,4040,3611.0,1,111,1,0,0,1,3.63,1112510.0,1
4,4.0,3251,7356.0,1,98,1,1,0,1,8.4,920512.0,1
2,2.0,1202,2695.0,2,79,1,0,0,1,7.87,462309.0,0
3,4.0,2912,4216.0,2,100,0,0,0,1,9.78,736497.0,0
2,2.0,1638,1927.0,1,97,1,0,0,1,5.1,570290.0,0
3,3.5,2548,3518.0,1,59,1,0,0,1,3.18,806453.0,1
6,5.0,5212,2830.0,1,25,0,1,0,0,23.77,1279437.0,1
4,4.0,3478,5893.0,1,25,0,0,0,0,14.16,933183.0,1
1,2.0,1623,2389.0,2,92,1,0,0,0,10.84,383225.0,0
4,4.0,3229,3914.0,1,119,1,1,0,0,25.99,823439.0,1
4,5.0,3225,1547.0,2,4,1,1,1,1,7.94,916451.0,1
3,3.0,2079,1740.0,1,49,1,0,0,0,15.12,544697.0,0
4,4.0,2607,1522.0,2,4,1,1,1,1,2.59,796951.0,1
5,5.0,3594,2359.0,3,36,1,1,0,1,4.58,1051054.0,1
3,3.0,1397,2420.0,1,50,0,0,0,1,6.77,469584.0,0
4,4.5,3186,2929.0,2,45,1,0,1,1,7.31,918923.0,1
4,5.0,3641,3091.0,1,26,1,0,0,1,0.99,1033113.0,1
2,2.0,1128,4009.0,1,74,0,0,0,0,14.97,415489.0,0
3,4.0,3442,1862.0,1,106,1,0,0,1,5.21,851613.0,1
6,5.0,3843,2559.0,1,23,1,1,0,1,9.6,1010750.0,1
3,3.0,1168,3369.0,2,85,1,1,0,1,7.73,490300.0,0
4,4.0,2727,3161.0,2,111,0,1,0,1,2.54,768186.0,0
4,5.0,2728,2421.0,2,37,1,0,0,0,7.09,785672.0,0
5,5.0,3979,4409.0,1,47,1,0,0,1,9.46,1133280.0,1
3,3.0,2156,5100.0,1,60,1,1,0,1,9.03,694804.0,0
3,3.5,1865,6710.0,1,90,0,0,0,1,7.84,653093.0,0
5,5.0,3192,4322.0,2,16,1,1,0,0,8.17,946965.0,1
3,3.0,2600,1876.0,2,85,1,0,0,1,3.69,866178.0,1
2,2.0,1384,2751.0,2,19,1,0,0,0,11.71,356983.0,0
3,3.0,2715,3526.0,2,77,1,1,0,0,15.04,773838.0,0
3,4.0,1649,1841.0,2,31,1,0,1,1,3.87,606818.0,0
4,4.0,3240,3583.0,1,10,0,1,1,1,3.11,1004386.0,1
5,5.0,3973,1752.0,1,14,1,1,0,0,16.39,1110450.0,1
4,4.5,2680,3693.0,2,18,0,1,0,1,15.31,776161.0,0
1,1.0,600,1976.0,2,56,0,1,0,1,3.15,298046.0,0
4,4.5,3379,1701.0,1,33,1,1,0,1,4.1,909381.0,1
6,5.0,4405,3292.0,1,53,1,0,0,1,7.58,1188295.0,1
2,2.5,2492,1654.0,3,118,1,1,0,1,9.65,778568.0,0
3,3.0,1381,2905.0,1,29,1,1,0,0,14.87,336047.0,0
1,1.5,1508,5014.0,2,13,1,0,0,1,3.05,587650.0,0
4,5.0,3775,3467.0,3,5,1,0,1,1,5.49,1056283.0,1
5,5.0,3903,5044.0,2,66,1,1,0,0,16.31,1009266.0,1
6,5.0,4383,4001.0,1,21,0,1,0,1,4.2,1152173.0,1
2,2.0,1706,1882.0,2,75,0,0,0,1,5.07,512495.0,0
4,4.5,3300,4108.0,3,77,1,0,0,1,9.57,955207.0,1
3,3.0,2082,2470.0,1,8,1,0,1,1,6.25,713934.0,0
3,4.0,2151,5285.0,2,106,0,0,0,1,2.51,796041.0,1
4,4.0,3044,11778.0,1,65,1,0,0,1,10.45,949472.0,1
3,3.0,2217,2951.0,2,18,1,0,0,0,10.68,622188.0,0
5,5.0,3827,2322.0,1,62,1,1,0,1,13.16,1079669.0,1
5,5.0,4071,7311.0,1,8,0,0,1,1,7.85,1242975.0,1
5,5.0,3208,3010.0,2,75,1,1,0,0,21.26,814436.0,1
2,3.0,1971,4203.0,3,49,1,0,0,1,8.04,606168.0,0
3,3.5,3003,2351.0,1,2,1,0,1,1,1.91,956186.0,1
4,4.5,2786,3429.0,1,23,1,1,0,1,10.07,842433.0,1
3,3.0,2309,3136.0,2,9,1,1,1,0,10.43,602273.0,0
5,5.0,3536,3755.0,2,67,0,1,0,0,15.45,816508.0,1
3,3.0,1958,1798.0,1,16,1,0,0,1,2.22,593267.0,0
4,4.0,3085,5501.0,1,14,1,0,0,0,18.97,972784.0,1
4,4.0,3263,6928.0,2,95,0,1,0,1,7.28,897309.0,1
5,5.0,2915,3775.0,2,47,1,1,0,0,15.76,766148.0,0
2,3.0,1776,2199.0,3,46,0,1,0,1,1.79,629879.0,0
3,3.5,2426,6541.0,1,20,1,0,0,0,14.52,654304.0,0
4,4.0,3100,12704.0,2,55,1,0,0,0,10.06,958198.0,1
2,3.0,1857,1523.0,2,96,1,0,0,1,4.16,584733.0,0
2,2.0,1471,5307.0,2,97,0,0,0,1,5.48,520439.0,0
3,4.0,2136,1927.0,1,5,1,1,1,1,4.18,776399.0,0
4,4.0,2368,2433.0,1,110,1,1,0,1,6.72,725681.0,0
3,3.0,2391,2451.0,1,79,1,0,0,0,16.52,704521.0,0
4,4.0,3701,3197.0,2,83,0,0,0,0,20.22,849484.0,1
2,2.5,1501,2116.0,2,96,1,0,0,1,3.78,483156.0,0
3,3.0,1936,2164.0,1,38,1,1,0,1,9.01,622739.0,0
5,5.0,3039,4690.0,2,46,1,1,0,1,7.3,904379.0,1
3,3.5,2487,6777.0,1,66,1,0,0,1,3.37,869342.0,1
3,3.5,2303,3073.0,1,93,0,0,0,1,3.79,709537.0,0
3,3.0,2068,1586.0,2,26,1,0,0,1,10.6,611053.0,0
5,5.0,4396,4500.0,2,31,1,0,1,0,13.37,1207142.0,1
2,2.0,1278,5523.0,1,28,1,1,0,1,5.05,540758.0,0
4,4.0,2457,1753.0,3,103,1,1,0,1,5.99,682997.0,0
2,2.0,1103,7401.0,1,18,0,1,0,1,2.62,498346.0,0
3,3.0,2705,3170.0,1,17,1,0,0,1,2.07,806873.0,1
