"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
1,64,"female",132363,"urban","desktop","Fashion",52,6
1,46,"male",102971,"suburban","mobile","Sports",15,20
1,25,"male",202891,"urban","mobile","Technology",19,4
0,31,"male",166810,"rural","desktop","Travel",57,13
0,63,"female",54069,"rural","desktop","Technology",50,24
1,18,"male",81579,"urban","desktop","Sports",47,21
1,39,"female",188427,"suburban","mobile","Travel",2,22
1,27,"male",78242,"suburban","desktop","Sports",29,13
1,43,"male",142364,"suburban","mobile","Travel",39,14
1,70,"male",137260,"urban","mobile","Fashion",49,17
1,45,"male",184335,"rural","desktop","Fashion",53,15
0,35,"female",114457,"urban","desktop","Fashion",47,6
1,22,"male",44405,"rural","desktop","Travel",28,21
0,59,"male",124291,"suburban","desktop","Travel",15,5
1,25,"male",131748,"suburban","mobile","Sports",34,25
1,52,"female",107163,"urban","mobile","Fashion",50,18
1,60,"female",47515,"urban","desktop","Travel",23,1
1,20,"male",132647,"suburban","desktop","Fashion",30,21
1,41,"male",243703,"suburban","desktop","Sports",25,18
1,60,"male",189055,"suburban","desktop","Technology",32,5
0,44,"male",135692,"rural","mobile","Technology",57,3
1,50,"male",27157,"urban","mobile","Fashion",9,15
1,36,"female",132954,"suburban","mobile","Sports",41,25
1,37,"female",241197,"urban","desktop","Travel",35,11
1,66,"male",142756,"suburban","mobile","Technology",7,7
1,30,"male",109368,"suburban","desktop","Technology",40,21
1,68,"male",139929,"urban","desktop","Fashion",60,18
1,19,"female",149397,"urban","desktop","Travel",36,9
1,49,"male",134200,"suburban","mobile","Technology",20,13
1,52,"male",241454,"urban","desktop","Sports",30,22
1,63,"male",49933,"suburban","desktop","Sports",50,23
0,39,"female",126576,"suburban","desktop","Fashion",30,21
0,58,"male",131764,"rural","desktop","Travel",30,13
1,26,"male",170018,"suburban","desktop","Travel",4,11
0,29,"male",45085,"urban","desktop","Sports",19,12
0,18,"female",70724,"rural","desktop","Sports",16,8
0,18,"male",57227,"suburban","mobile","Technology",55,5
0,48,"male",108175,"urban","desktop","Fashion",3,4
0,28,"male",28929,"suburban","desktop","Sports",22,17
1,46,"female",245981,"suburban","mobile","Travel",46,7
1,21,"female",73764,"rural","desktop","Sports",39,18
0,41,"male",111362,"suburban","desktop","Sports",28,7
1,61,"female",70817,"urban","mobile","Sports",60,23
0,63,"male",83825,"urban","desktop","Fashion",26,7
1,45,"male",33444,"rural","desktop","Travel",54,11
1,51,"male",229122,"urban","desktop","Fashion",21,17
1,54,"female",102180,"urban","mobile","Sports",47,14
0,36,"female",25355,"suburban","desktop","Technology",39,5
0,62,"male",52623,"suburban","desktop","Sports",23,9
1,66,"female",196435,"urban","mobile","Fashion",56,24
1,60,"female",99048,"suburban","desktop","Technology",51,18
1,64,"male",77454,"urban","desktop","Fashion",58,16
1,50,"female",111461,"urban","desktop","Fashion",37,19
1,66,"male",223347,"suburban","desktop","Fashion",52,10
1,35,"male",228843,"suburban","desktop","Sports",36,5
1,39,"female",209805,"urban","desktop","Fashion",49,1
1,39,"male",134947,"suburban","mobile","Sports",17,24
0,62,"male",103256,"urban","mobile","Travel",5,10
1,18,"female",126720,"urban","mobile","Travel",36,20
1,61,"male",129340,"suburban","desktop","Travel",50,21
1,50,"female",179977,"rural","mobile","Travel",19,7
1,39,"female",34067,"suburban","desktop","Travel",55,22
1,20,"female",66162,"suburban","desktop","Technology",52,5
0,40,"female",103508,"urban","mobile","Fashion",15,4
0,23,"female",80302,"suburban","desktop","Technology",35,10
1,46,"male",195156,"urban","desktop","Sports",4,23
1,39,"female",53421,"urban","desktop","Technology",8,13
0,22,"female",107075,"rural","mobile","Travel",15,2
1,18,"female",194366,"suburban","desktop","Technology",47,6
0,41,"male",25497,"suburban","mobile","Travel",58,11
1,27,"female",67840,"urban","desktop","Travel",49,8
1,50,"female",220334,"suburban","desktop","Sports",22,7
1,40,"female",63161,"suburban","desktop","Travel",44,6
0,21,"female",101165,"suburban","mobile","Travel",10,1
1,31,"male",40698,"urban","desktop","Technology",49,9
0,56,"male",82475,"suburban","mobile","Technology",17,2
1,45,"male",236103,"urban","mobile","Sports",46,4
1,53,"male",82019,"suburban","mobile","Sports",50,14
1,24,"female",105761,"urban","desktop","Technology",14,1
1,29,"female",129025,"suburban","mobile","Travel",28,6
1,56,"male",176643,"suburban","desktop","Travel",49,21
1,33,"female",92399,"rural","desktop","Travel",7,25
1,28,"female",168724,"rural","mobile","Technology",59,12
1,65,"female",63330,"rural","desktop","Technology",59,16
1,36,"male",23199,"urban","mobile","Fashion",36,3
1,29,"male",60270,"suburban","mobile","Fashion",35,22
0,69,"female",66831,"suburban","desktop","Fashion",33,25
0,27,"male",26166,"suburban","desktop","Fashion",36,13
1,33,"male",97633,"urban","mobile","Technology",12,9
1,49,"male",160316,"urban","desktop","Sports",13,4
1,63,"female",34032,"rural","desktop","Fashion",24,14
1,20,"female",178229,"suburban","mobile","Fashion",46,20
0,64,"male",71611,"urban","desktop","Travel",3,10
1,22,"female",72256,"urban","mobile","Travel",50,3
0,47,"female",48837,"suburban","desktop","Sports",17,6
1,29,"female",182368,"suburban","desktop","Technology",32,17
1,55,"male",113536,"suburban","mobile","Sports",44,12
0,69,"female",138976,"urban","desktop","Fashion",21,3
1,25,"female",161561,"urban","desktop","Travel",7,22
1,19,"male",206289,"rural","mobile","Fashion",44,5
1,41,"female",175765,"rural","desktop","Travel",19,18
1,28,"male",185760,"urban","desktop","Travel",55,7
1,66,"male",158939,"urban","desktop","Technology",35,7
1,33,"male",234046,"suburban","mobile","Sports",52,24
1,30,"male",54939,"urban","desktop","Fashion",9,3
1,22,"male",186242,"suburban","mobile","Sports",6,7
1,50,"male",227041,"urban","mobile","Technology",33,8
0,36,"female",77876,"suburban","desktop","Travel",3,22
0,44,"male",108604,"suburban","desktop","Fashion",31,8
1,40,"male",227773,"urban","desktop","Fashion",9,7
1,44,"female",204083,"urban","desktop","Sports",41,3
0,57,"male",54019,"suburban","desktop","Technology",22,7
1,27,"male",181554,"suburban","desktop","Travel",38,23
1,40,"male",133199,"suburban","desktop","Travel",40,16
1,22,"male",230978,"urban","desktop","Travel",23,21
1,52,"female",138676,"urban","desktop","Technology",16,25
1,18,"male",167337,"suburban","mobile","Sports",43,6
1,29,"female",216721,"rural","desktop","Sports",28,1
0,57,"female",171616,"suburban","desktop","Sports",23,13
1,19,"male",41272,"suburban","desktop","Fashion",16,9
1,25,"male",51612,"suburban","mobile","Technology",22,19
1,26,"male",49640,"suburban","desktop","Travel",2,3
1,59,"female",229607,"suburban","desktop","Technology",18,19
0,44,"female",44308,"urban","desktop","Fashion",7,25
1,20,"male",137402,"suburban","mobile","Sports",40,22
1,42,"female",144771,"urban","mobile","Travel",15,6
0,43,"female",40944,"suburban","desktop","Technology",24,21
0,52,"male",104567,"urban","mobile","Sports",48,8
1,32,"female",88582,"suburban","desktop","Fashion",18,9
1,64,"female",30670,"urban","mobile","Travel",33,15
1,48,"male",38572,"suburban","desktop","Technology",60,3
1,29,"male",136086,"urban","desktop","Technology",7,22
1,32,"male",241172,"rural","desktop","Fashion",25,22
0,43,"female",95359,"suburban","desktop","Sports",11,20
1,29,"male",84857,"suburban","desktop","Sports",59,8
1,57,"male",28219,"suburban","desktop","Sports",28,6
1,24,"male",76709,"suburban","mobile","Sports",21,19
1,23,"female",158862,"urban","desktop","Fashion",26,1
1,19,"male",221093,"suburban","mobile","Sports",53,24
0,29,"male",156137,"urban","desktop","Sports",7,5
1,64,"male",152806,"rural","desktop","Technology",20,4
1,57,"female",231291,"rural","desktop","Technology",18,20
1,19,"female",115849,"rural","mobile","Travel",37,14
1,18,"female",73312,"urban","mobile","Technology",10,2
0,69,"female",238983,"rural","desktop","Technology",15,9
1,61,"male",241745,"rural","desktop","Travel",28,23
1,51,"male",151203,"urban","mobile","Sports",24,5
0,62,"female",128940,"suburban","mobile","Sports",7,14
0,70,"male",37824,"rural","mobile","Travel",3,23
1,70,"male",188645,"suburban","desktop","Sports",55,17
0,64,"female",49341,"rural","mobile","Travel",58,8
0,62,"female",69524,"suburban","desktop","Travel",35,14
1,23,"female",174613,"rural","desktop","Fashion",7,14
1,46,"female",168430,"suburban","desktop","Technology",31,12
1,54,"male",210893,"suburban","mobile","Fashion",47,12
0,24,"female",47765,"urban","desktop","Technology",50,7
1,36,"female",189119,"urban","mobile","Sports",29,7
0,67,"female",179659,"suburban","desktop","Sports",27,14
1,49,"male",223647,"urban","desktop","Sports",35,15
1,50,"male",229491,"urban","desktop","Fashion",13,8
1,62,"male",61416,"suburban","mobile","Fashion",23,19
0,62,"male",90626,"suburban","mobile","Technology",23,14
1,29,"male",161925,"urban","mobile","Fashion",19,20
1,41,"male",105563,"urban","mobile","Fashion",33,1
1,33,"female",127023,"urban","desktop","Sports",31,17
1,62,"male",239430,"suburban","desktop","Technology",36,6
1,35,"female",218711,"urban","desktop","Travel",23,22
0,59,"male",151335,"suburban","desktop","Technology",12,22
1,65,"female",215355,"rural","desktop","Fashion",30,12
1,56,"female",130436,"suburban","desktop","Travel",37,20
1,52,"male",186776,"rural","desktop","Sports",54,24
1,37,"male",226978,"urban","mobile","Technology",51,1
1,51,"female",137220,"urban","desktop","Technology",6,20
1,54,"female",229983,"rural","mobile","Fashion",38,10
1,64,"male",221731,"rural","desktop","Technology",26,2
0,68,"female",178580,"rural","desktop","Fashion",51,23
0,47,"male",41655,"urban","mobile","Travel",14,11
0,68,"male",22445,"urban","desktop","Travel",23,18
1,37,"male",223081,"suburban","mobile","Technology",25,20
0,61,"female",96523,"suburban","mobile","Fashion",12,24
1,56,"male",153887,"urban","desktop","Technology",14,13
1,30,"female",174825,"urban","desktop","Fashion",53,19
1,18,"female",95379,"rural","desktop","Sports",32,20
1,34,"female",133151,"urban","desktop","Fashion",26,4
1,49,"male",195982,"urban","desktop","Sports",22,17
1,42,"male",203178,"suburban","desktop","Sports",19,15
0,30,"female",64411,"urban","desktop","Technology",57,9
1,41,"female",208438,"urban","mobile","Fashion",31,5
1,49,"female",130836,"suburban","mobile","Technology",57,8
0,38,"female",150931,"suburban","desktop","Travel",41,25
1,44,"male",243415,"urban","mobile","Travel",51,11
0,52,"male",41438,"suburban","desktop","Fashion",16,8
1,19,"female",46564,"urban","desktop","Fashion",43,4
1,43,"female",55432,"rural","desktop","Technology",38,12
1,37,"male",242468,"urban","mobile","Technology",2,19
1,58,"female",235089,"urban","desktop","Fashion",44,7
0,52,"male",91118,"rural","desktop","Travel",42,17
0,68,"female",182937,"suburban","desktop","Technology",12,1
0,28,"male",63509,"urban","desktop","Sports",3,7
1,22,"male",120784,"urban","mobile","Sports",11,2
1,28,"male",183859,"suburban","mobile","Travel",53,15
1,52,"male",195994,"suburban","desktop","Fashion",25,16
1,43,"male",145128,"suburban","mobile","Sports",45,9
1,40,"female",176287,"suburban","desktop","Sports",44,13
1,66,"female",137144,"suburban","desktop","Fashion",33,5
1,26,"male",99874,"urban","desktop","Travel",39,18
1,40,"female",152650,"suburban","desktop","Fashion",10,4
1,66,"female",227882,"suburban","mobile","Fashion",16,5
1,39,"male",53654,"urban","mobile","Travel",49,6
1,44,"male",84727,"suburban","desktop","Travel",4,16
1,48,"female",210777,"rural","mobile","Travel",6,8
0,64,"male",48379,"suburban","desktop","Sports",18,2
0,50,"female",54828,"suburban","desktop","Fashion",17,3
1,48,"female",81998,"suburban","desktop","Fashion",24,16
1,23,"female",81356,"suburban","desktop","Technology",28,18
0,51,"female",89604,"suburban","desktop","Sports",44,25
1,18,"male",121040,"urban","mobile","Technology",59,11
1,60,"male",188860,"rural","desktop","Travel",33,25
0,52,"female",46105,"urban","mobile","Technology",40,12
1,26,"female",191600,"rural","desktop","Travel",4,23
1,59,"female",112561,"suburban","mobile","Technology",35,24
0,66,"female",91920,"suburban","desktop","Sports",15,20
1,62,"female",95459,"urban","mobile","Fashion",28,1
0,70,"male",34403,"urban","desktop","Sports",56,10
1,37,"male",80999,"suburban","mobile","Sports",46,22
0,59,"female",48412,"suburban","mobile","Sports",45,7
1,39,"male",79866,"suburban","desktop","Fashion",58,4
1,25,"male",130554,"urban","desktop","Travel",5,22
1,42,"female",137620,"urban","mobile","Sports",59,17
0,21,"male",93088,"rural","mobile","Sports",15,22
0,31,"male",46654,"suburban","mobile","Travel",16,2
1,28,"female",61862,"suburban","desktop","Fashion",56,4
1,25,"female",39699,"rural","desktop","Fashion",60,14
0,43,"male",76593,"urban","desktop","Fashion",15,11
1,37,"male",122943,"urban","mobile","Sports",44,11
1,50,"female",124394,"urban","desktop","Fashion",45,17
1,24,"female",188509,"rural","desktop","Fashion",10,13
0,38,"female",206964,"rural","desktop","Technology",51,19
0,37,"female",222460,"rural","desktop","Travel",19,21
1,34,"female",143358,"suburban","desktop","Sports",19,15
0,52,"female",23497,"suburban","mobile","Technology",34,9
1,43,"female",160225,"suburban","desktop","Fashion",33,2
1,57,"female",205642,"urban","desktop","Technology",52,6
0,29,"male",74300,"suburban","desktop","Sports",28,11
0,42,"male",177837,"suburban","mobile","Travel",44,11
1,19,"male",225832,"rural","mobile","Sports",34,13
1,40,"male",216997,"urban","desktop","Technology",21,17
0,70,"male",83217,"urban","desktop","Technology",35,20
1,26,"female",216092,"suburban","desktop","Technology",41,16
1,42,"female",52633,"suburban","desktop","Technology",31,21
0,63,"male",109553,"suburban","mobile","Travel",19,20
1,34,"female",248092,"suburban","mobile","Travel",23,9
0,54,"female",186683,"rural","mobile","Fashion",36,4
0,25,"male",64302,"urban","desktop","Travel",22,15
0,24,"female",85728,"urban","desktop","Technology",53,12
1,61,"female",166009,"rural","mobile","Technology",32,18
1,51,"female",161048,"suburban","mobile","Technology",12,12
1,44,"male",109703,"urban","desktop","Travel",50,25
0,42,"female",29267,"suburban","mobile","Travel",49,6
1,23,"female",211504,"suburban","mobile","Fashion",9,16
1,31,"male",224538,"urban","mobile","Travel",43,14
1,39,"female",122083,"urban","mobile","Fashion",36,2
1,25,"female",97980,"urban","desktop","Fashion",28,22
0,63,"male",58758,"urban","desktop","Travel",4,22
0,44,"female",117911,"urban","desktop","Sports",46,20
1,29,"male",194692,"rural","mobile","Sports",30,24
0,51,"male",31112,"urban","mobile","Sports",14,24
0,35,"male",28641,"suburban","desktop","Fashion",34,14
1,63,"male",85558,"urban","mobile","Fashion",44,23
1,25,"male",144474,"suburban","desktop","Fashion",54,1
1,25,"male",135381,"suburban","desktop","Fashion",47,20
1,64,"male",112213,"rural","mobile","Fashion",15,20
1,49,"male",205926,"suburban","desktop","Sports",50,9
1,58,"male",186563,"rural","mobile","Travel",24,9
1,52,"male",133581,"suburban","desktop","Technology",9,6
1,19,"male",107804,"urban","desktop","Sports",56,10
1,36,"male",107433,"suburban","desktop","Travel",39,19
1,38,"male",139822,"suburban","mobile","Technology",35,7
1,37,"female",25888,"urban","desktop","Fashion",34,9
1,26,"female",196096,"rural","desktop","Travel",36,19
1,65,"male",88160,"urban","desktop","Sports",5,6
1,55,"female",96970,"urban","desktop","Fashion",11,21
1,48,"male",235303,"suburban","mobile","Travel",40,19
1,52,"female",171219,"urban","mobile","Technology",38,9
0,43,"female",47633,"suburban","mobile","Fashion",18,7
1,47,"male",138985,"rural","desktop","Technology",6,21
0,27,"female",49535,"suburban","desktop","Travel",4,10
0,67,"female",146887,"suburban","mobile","Travel",47,1
1,28,"female",70827,"suburban","desktop","Sports",29,16
1,35,"male",214576,"suburban","desktop","Travel",13,16
0,68,"male",46838,"rural","desktop","Technology",4,14
1,68,"female",72589,"urban","desktop","Sports",55,12
1,60,"female",151698,"suburban","desktop","Fashion",31,3
1,40,"female",184239,"urban","desktop","Sports",4,21
0,66,"female",145023,"suburban","desktop","Sports",10,17
1,18,"male",164415,"suburban","mobile","Travel",19,25
1,50,"female",208787,"suburban","desktop","Technology",22,21
1,40,"male",218375,"urban","desktop","Fashion",13,1
1,55,"female",24989,"suburban","mobile","Technology",50,14
0,61,"male",61080,"suburban","mobile","Sports",34,5
1,26,"female",138145,"urban","mobile","Sports",43,19
0,63,"female",87806,"suburban","mobile","Technology",16,17
1,28,"male",145463,"rural","mobile","Sports",39,6
1,51,"female",217724,"urban","mobile","Fashion",47,23
1,35,"female",233196,"rural","desktop","Sports",42,15
1,55,"male",221440,"rural","desktop","Sports",23,13
1,57,"male",179785,"urban","desktop","Sports",45,2
1,65,"male",218590,"urban","desktop","Fashion",21,11
1,42,"male",129228,"rural","mobile","Technology",14,18
1,42,"male",224816,"suburban","desktop","Fashion",27,19
1,67,"female",203680,"urban","desktop","Sports",42,24
1,63,"male",98049,"rural","desktop","Technology",49,7
1,67,"female",164067,"rural","desktop","Technology",31,10
1,63,"male",92310,"suburban","mobile","Technology",24,18
1,66,"female",208406,"suburban","desktop","Sports",57,20
1,66,"female",213689,"rural","mobile","Sports",28,24
1,62,"male",120119,"suburban","mobile","Travel",54,22
0,51,"female",148522,"urban","mobile","Sports",11,12
1,61,"male",244142,"suburban","desktop","Fashion",24,16
1,59,"male",146473,"rural","mobile","Technology",14,3
1,41,"male",131537,"suburban","desktop","Sports",47,2
0,32,"female",91267,"suburban","desktop","Fashion",10,9
1,67,"male",200203,"urban","desktop","Sports",21,19
1,25,"female",163355,"urban","mobile","Fashion",46,7
0,53,"male",44619,"urban","mobile","Fashion",35,7
1,48,"female",110854,"urban","mobile","Travel",32,22
0,68,"female",86887,"rural","desktop","Fashion",51,10
1,21,"male",237161,"urban","mobile","Fashion",17,6
1,63,"male",228018,"suburban","desktop","Sports",16,13
1,61,"female",123004,"suburban","mobile","Travel",13,17
1,37,"male",181440,"suburban","mobile","Sports",60,23
1,36,"male",53947,"urban","desktop","Travel",45,7
0,55,"male",131492,"suburban","desktop","Travel",19,2
1,65,"female",248962,"urban","mobile","Technology",31,8
1,63,"female",245890,"suburban","desktop","Fashion",37,17
1,70,"male",143046,"urban","desktop","Technology",20,14
1,41,"male",61792,"rural","desktop","Travel",14,23
1,33,"male",43589,"urban","mobile","Sports",23,15
0,66,"male",53254,"urban","desktop","Sports",10,16
1,57,"male",137322,"rural","desktop","Technology",13,22
0,37,"female",101223,"suburban","desktop","Fashion",60,12
1,47,"female",213131,"urban","desktop","Sports",13,2
0,56,"male",38554,"urban","desktop","Fashion",18,10
0,30,"female",132843,"rural","desktop","Sports",16,2
1,68,"female",91075,"rural","desktop","Fashion",59,19
1,53,"male",186249,"urban","desktop","Travel",26,19
1,19,"female",162165,"urban","mobile","Travel",48,10
1,22,"female",218003,"urban","desktop","Fashion",24,22
0,26,"female",84537,"urban","mobile","Travel",10,4
1,57,"female",103181,"rural","mobile","Sports",51,21
1,52,"female",77082,"suburban","desktop","Fashion",15,6
1,45,"male",113926,"rural","desktop","Travel",13,14
0,38,"female",38495,"urban","desktop","Sports",31,23
1,46,"female",41615,"urban","desktop","Fashion",36,23
1,49,"female",123418,"suburban","desktop","Fashion",54,21
1,19,"female",156802,"urban","desktop","Fashion",30,3
0,37,"female",166849,"rural","desktop","Technology",44,4
0,68,"male",86363,"suburban","desktop","Sports",30,2
1,21,"female",132364,"suburban","desktop","Technology",58,18
1,61,"female",191447,"suburban","desktop","Sports",49,12
1,63,"female",106947,"suburban","mobile","Technology",19,3
1,23,"female",178585,"suburban","mobile","Technology",15,13
1,53,"male",123700,"suburban","mobile","Sports",45,10
1,38,"male",127396,"urban","mobile","Fashion",10,1
0,59,"female",44240,"urban","desktop","Travel",23,25
1,25,"female",130552,"urban","desktop","Fashion",39,12
0,28,"male",146800,"rural","mobile","Travel",51,1
1,41,"male",26063,"urban","mobile","Travel",39,11
1,21,"male",136556,"rural","mobile","Travel",36,24
1,43,"male",136933,"suburban","mobile","Technology",23,7
0,27,"male",88022,"urban","desktop","Travel",55,6
0,67,"female",45271,"urban","mobile","Technology",13,5
1,32,"male",109039,"suburban","desktop","Fashion",23,23
1,25,"female",32594,"suburban","mobile","Travel",18,17
1,31,"female",182456,"suburban","mobile","Technology",39,10
1,61,"female",30839,"suburban","desktop","Fashion",53,25
0,67,"male",153682,"urban","desktop","Technology",12,24
0,35,"female",129259,"suburban","desktop","Sports",12,22
0,41,"female",22648,"rural","desktop","Fashion",29,15
1,39,"female",243364,"urban","desktop","Technology",51,22
1,64,"male",120131,"suburban","desktop","Sports",42,12
1,64,"male",105985,"urban","desktop","Fashion",10,22
1,63,"male",65269,"urban","desktop","Sports",33,9
1,50,"male",79097,"urban","mobile","Travel",9,21
0,65,"female",72743,"suburban","mobile","Sports",14,15
0,68,"male",108912,"urban","mobile","Travel",12,5
0,58,"female",87865,"urban","desktop","Fashion",31,24
0,26,"male",56717,"urban","mobile","Travel",45,20
1,18,"female",228706,"urban","mobile","Travel",44,20
1,51,"male",214704,"rural","mobile","Travel",5,11
1,21,"female",105575,"suburban","desktop","Fashion",7,25
1,36,"male",197230,"rural","desktop","Technology",9,4
0,29,"female",68911,"urban","desktop","Travel",49,5
1,30,"male",175947,"rural","desktop","Technology",34,6
1,63,"male",70011,"urban","desktop","Technology",49,7
0,24,"male",29031,"rural","mobile","Travel",40,1
1,35,"female",230416,"suburban","mobile","Technology",19,12
1,33,"male",21512,"suburban","mobile","Fashion",46,18
0,61,"male",33856,"suburban","mobile","Travel",4,21
1,33,"female",148628,"suburban","desktop","Travel",8,22
0,44,"female",44385,"urban","desktop","Fashion",15,16
0,62,"male",107885,"urban","mobile","Sports",33,5
1,45,"male",203833,"suburban","mobile","Travel",58,19
1,47,"female",36728,"suburban","desktop","Technology",19,23
0,25,"female",39156,"urban","desktop","Fashion",27,1
1,50,"male",54975,"suburban","desktop","Sports",46,18
1,67,"male",58305,"urban","desktop","Technology",16,21
0,49,"male",34748,"urban","desktop","Technology",28,25
1,65,"male",240150,"rural","mobile","Technology",3,17
1,19,"male",72589,"urban","desktop","Travel",22,17
1,34,"female",42900,"suburban","mobile","Travel",3,14
1,34,"female",20649,"suburban","mobile","Technology",48,8
1,33,"female",249592,"suburban","mobile","Technology",23,24
1,37,"male",67390,"urban","mobile","Travel",44,21
1,61,"female",38884,"rural","desktop","Sports",8,24
1,25,"female",110386,"urban","mobile","Fashion",29,18
0,41,"female",61752,"urban","desktop","Travel",56,6
1,30,"female",160287,"suburban","desktop","Travel",37,23
1,18,"male",117438,"suburban","desktop","Travel",20,9
1,34,"male",23043,"urban","desktop","Travel",44,2
0,61,"female",63434,"suburban","desktop","Fashion",54,8
1,44,"male",40337,"rural","desktop","Sports",54,2
1,54,"male",233651,"suburban","mobile","Technology",21,6
1,49,"male",217813,"urban","desktop","Sports",31,25
0,36,"female",206549,"rural","desktop","Sports",16,12
0,48,"male",68884,"urban","mobile","Travel",48,19
0,58,"female",52284,"rural","mobile","Technology",45,1
1,69,"female",209214,"rural","mobile","Sports",59,10
1,39,"male",174606,"urban","desktop","Fashion",50,11
1,57,"male",240488,"suburban","mobile","Travel",39,24
1,26,"male",173297,"urban","mobile","Fashion",51,12
1,59,"male",91055,"rural","desktop","Travel",35,14
1,31,"female",248629,"suburban","desktop","Fashion",46,25
0,52,"male",125860,"urban","mobile","Technology",43,20
0,65,"female",98048,"urban","mobile","Technology",36,15
0,56,"female",32877,"urban","desktop","Travel",53,8
1,45,"female",125724,"rural","desktop","Sports",21,8
1,53,"female",200865,"suburban","desktop","Travel",41,2
1,46,"female",241323,"suburban","desktop","Travel",47,24
1,52,"male",229342,"suburban","desktop","Technology",3,15
0,45,"female",197030,"suburban","mobile","Technology",22,20
1,43,"male",146154,"rural","desktop","Sports",38,8
0,63,"male",37865,"suburban","desktop","Technology",35,1
1,65,"female",125082,"rural","desktop","Sports",9,22
1,67,"male",180138,"rural","mobile","Sports",51,18
1,56,"female",216487,"urban","mobile","Technology",33,16
0,47,"male",59956,"suburban","mobile","Technology",5,12
1,47,"male",180241,"suburban","desktop","Travel",46,8
1,67,"male",97785,"urban","desktop","Technology",14,14
1,54,"male",138418,"rural","mobile","Fashion",46,8
1,48,"male",232201,"suburban","mobile","Sports",37,22
1,35,"male",128519,"suburban","desktop","Fashion",35,13
1,29,"male",53072,"urban","mobile","Travel",22,21
1,23,"male",174863,"suburban","mobile","Technology",45,24
1,66,"male",79569,"urban","mobile","Travel",25,21
0,68,"female",85600,"rural","desktop","Travel",25,21
1,18,"male",28036,"urban","mobile","Technology",36,25
1,25,"female",167469,"suburban","desktop","Technology",14,19
1,29,"male",159007,"rural","mobile","Technology",19,21
0,60,"female",38754,"suburban","mobile","Travel",18,23
1,49,"female",123007,"suburban","desktop","Fashion",51,21
1,70,"male",148269,"urban","desktop","Technology",46,24
1,38,"female",247259,"suburban","mobile","Sports",24,16
0,69,"female",243108,"suburban","desktop","Sports",8,9
0,55,"male",144814,"suburban","mobile","Travel",26,12
0,19,"female",183269,"suburban","mobile","Sports",59,4
0,20,"male",211097,"suburban","desktop","Fashion",45,11
0,66,"female",50482,"urban","desktop","Sports",37,1
1,64,"female",204212,"suburban","desktop","Technology",56,6
1,21,"male",239400,"suburban","mobile","Fashion",32,21
1,21,"male",83018,"urban","desktop","Travel",15,14
1,22,"male",97722,"rural","mobile","Sports",25,20
0,66,"male",150807,"suburban","desktop","Technology",5,3
1,59,"female",144471,"urban","desktop","Travel",58,22
1,49,"female",229577,"urban","mobile","Technology",31,21
1,53,"male",51821,"suburban","desktop","Technology",25,22
0,34,"female",35322,"rural","desktop","Sports",36,11
0,31,"male",39537,"rural","desktop","Sports",10,6
0,52,"female",228521,"urban","mobile","Fashion",60,4
0,66,"female",26792,"suburban","mobile","Sports",29,14
1,34,"female",176289,"suburban","desktop","Technology",32,17
1,28,"female",67627,"suburban","desktop","Technology",44,7
1,44,"male",67933,"suburban","mobile","Technology",40,25
0,68,"female",71672,"suburban","desktop","Technology",29,24
1,55,"male",127039,"suburban","mobile","Technology",59,4
1,38,"male",215728,"urban","mobile","Sports",25,19
1,44,"male",136228,"suburban","mobile","Technology",57,18
1,34,"male",174163,"suburban","desktop","Technology",6,22
1,58,"female",199185,"urban","mobile","Travel",37,15
1,52,"female",87507,"suburban","desktop","Sports",11,25
1,41,"female",36158,"rural","desktop","Technology",38,22
1,20,"female",46426,"urban","desktop","Travel",43,12
1,19,"male",154829,"rural","mobile","Sports",2,4
1,54,"female",208858,"urban","desktop","Sports",19,16
1,29,"male",187229,"rural","mobile","Sports",33,12
1,43,"female",167733,"suburban","desktop","Travel",55,9
1,37,"female",183931,"suburban","desktop","Technology",13,9
1,63,"male",211165,"rural","desktop","Sports",25,25
0,65,"male",111171,"urban","desktop","Sports",12,7
1,43,"female",77062,"urban","desktop","Technology",11,6
1,23,"female",175077,"urban","desktop","Sports",44,9
0,27,"female",129884,"suburban","desktop","Sports",13,18
1,42,"female",190382,"rural","mobile","Fashion",14,8
0,22,"female",21522,"rural","mobile","Sports",8,9
0,64,"male",82393,"suburban","desktop","Travel",10,10
1,18,"male",168757,"urban","desktop","Fashion",37,19
1,49,"male",125648,"rural","mobile","Travel",23,9
1,57,"female",81271,"urban","mobile","Technology",12,10
1,55,"female",69522,"suburban","mobile","Technology",29,22
1,31,"female",108854,"urban","desktop","Technology",15,22
1,55,"female",232510,"urban","mobile","Travel",14,25
1,53,"male",200104,"urban","mobile","Fashion",52,15
1,43,"male",121736,"suburban","mobile","Sports",42,13
0,49,"male",63066,"urban","desktop","Technology",49,19
1,44,"male",86388,"urban","mobile","Travel",20,4
1,34,"female",127229,"suburban","desktop","Fashion",9,25
0,53,"female",76506,"urban","mobile","Fashion",25,4
1,20,"female",177207,"suburban","desktop","Travel",41,4
0,69,"female",52998,"urban","mobile","Fashion",23,8
1,68,"male",89705,"urban","desktop","Technology",22,3
1,60,"male",172485,"rural","mobile","Travel",44,21
1,34,"male",52032,"suburban","desktop","Travel",37,14
1,64,"male",53133,"urban","desktop","Fashion",41,7
